Entry	Query	Entry name	Organism	Organism ID	Length	Status
Q8ZAW9	Q8ZAW9	MSRP_YERPE	Yersinia pestis	632	366	reviewed
O15438	O15438	MRP3_HUMAN	Homo sapiens (Human)	9606	1527	reviewed
P52701	P52701	MSH6_HUMAN	Homo sapiens (Human)	9606	1360	reviewed
Q68DK7	Q68DK7	MSL1_HUMAN	Homo sapiens (Human)	9606	614	reviewed
Q9HCI7	Q9HCI7	MSL2_HUMAN	Homo sapiens (Human)	9606	577	reviewed
Q8NHP6	Q8NHP6	MSPD2_HUMAN	Homo sapiens (Human)	9606	518	reviewed
Q8ZAA2	Q8ZAA2	MURI_YERPE	Yersinia pestis	632	287	reviewed
Q9Y5S2	Q9Y5S2	MRCKB_HUMAN	Homo sapiens (Human)	9606	1711	reviewed
Q969V6	Q969V6	MRTFA_HUMAN	Homo sapiens (Human)	9606	931	reviewed
Q81L40	Q81L40	MUTS2_BACAN	Bacillus anthracis	1392	786	reviewed
Q14CX7	Q14CX7	NAA25_HUMAN	Homo sapiens (Human)	9606	972	reviewed
Q5NII1	Q5NII1	Q5NII1_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	937	unreviewed
Q5NFT6	Q5NFT6	Q5NFT6_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	409	unreviewed
Q5NHZ8	Q5NHZ8	Q5NHZ8_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	541	unreviewed
Q5NGL9	Q5NGL9	Q5NGL9_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	297	unreviewed
Q5NE96	Q5NE96	Q5NE96_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	158	unreviewed
Q5NEJ4	Q5NEJ4	Q5NEJ4_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	833	unreviewed
Q5NFQ6	Q5NFQ6	Q5NFQ6_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	582	unreviewed
Q5NH95	Q5NH95	Q5NH95_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	484	unreviewed
Q5NIF3	Q5NIF3	Q5NIF3_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	438	unreviewed
Q5NEW7	Q5NEW7	Q5NEW7_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	432	unreviewed
Q5NG97	Q5NG97	Q5NG97_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	453	unreviewed
Q5NGF6	Q5NGF6	Q5NGF6_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	146	unreviewed
Q5NES5	Q5NES5	Q5NES5_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	476	unreviewed
Q5NG93	Q5NG93	Q5NG93_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	262	unreviewed
Q5NIF1	Q5NIF1	Q5NIF1_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	740	unreviewed
Q5NIG1	Q5NIG1	Q5NIG1_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	897	unreviewed
Q5NEV2	Q5NEV2	Q5NEV2_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	192	unreviewed
Q5NFN2	Q5NFN2	Q5NFN2_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	240	unreviewed
Q5NFE2	Q5NFE2	Q5NFE2_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	338	unreviewed
Q5NGC9	Q5NGC9	Q5NGC9_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	306	unreviewed
Q5NI33	Q5NI33	Q5NI33_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	618	unreviewed
Q5NIJ3	Q5NIJ3	Q5NIJ3_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	597	unreviewed
Q5NF40	Q5NF40	Q5NF40_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	249	unreviewed
Q5NH85	Q5NH85	Q5NH85_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	393	unreviewed
Q5NIE9	Q5NIE9	Q5NIE9_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	324	unreviewed
Q5NH02	Q5NH02	Q5NH02_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	322	unreviewed
Q5NIL8	Q5NIL8	Q5NIL8_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	489	unreviewed
Q5NF67	Q5NF67	Q5NF67_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	94	unreviewed
Q5NEQ5	Q5NEQ5	Q5NEQ5_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	269	unreviewed
Q5NER8	Q5NER8	Q5NER8_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	180	unreviewed
Q5NIB3	Q5NIB3	Q5NIB3_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	627	unreviewed
Q5NET8	Q5NET8	Q5NET8_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	1422	unreviewed
Q5NIC1	Q5NIC1	Q5NIC1_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	283	unreviewed
Q5NF08	Q5NF08	Q5NF08_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	420	unreviewed
Q5NEL7	Q5NEL7	Q5NEL7_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	254	unreviewed
Q5NF29	Q5NF29	Q5NF29_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	155	unreviewed
Q5NHX5	Q5NHX5	Q5NHX5_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	264	unreviewed
Q5NHE7	Q5NHE7	Q5NHE7_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	805	unreviewed
Q5NH29	Q5NH29	Q5NH29_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	228	unreviewed
Q5NHQ1	Q5NHQ1	Q5NHQ1_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	741	unreviewed
Q5NEH1	Q5NEH1	Q5NEH1_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	1094	unreviewed
Q5NHN6	Q5NHN6	Q5NHN6_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	281	unreviewed
Q5NFN3	Q5NFN3	Q5NFN3_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	482	unreviewed
Q5NHB4	Q5NHB4	Q5NHB4_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	498	unreviewed
Q5NHK6	Q5NHK6	Q5NHK6_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	548	unreviewed
Q5NHF1	Q5NHF1	Q5NHF1_FRATT	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416	104	unreviewed
Q8D054	Q8D054	Q8D054_YERPE	Yersinia pestis	632	342	unreviewed
Q7ARD1	Q7ARD1	Q7ARD1_YERPE	Yersinia pestis	632	136	unreviewed
Q8D195	Q8D195	Q8D195_YERPE	Yersinia pestis	632	382	unreviewed
Q7ARD6	Q7ARD6	Q7ARD6_YERPE	Yersinia pestis	632	340	unreviewed
A0A0H2W955	Q8CZT3	A0A0H2W955_YERPE	Yersinia pestis	632	459	unreviewed
Q9Z373	Q9Z373	Q9Z373_YERPE	Yersinia pestis	632	3163	unreviewed
Q8D171	Q8D171	Q8D171_YERPE	Yersinia pestis	632	360	unreviewed
Q9RN24	Q9RN24	Q9RN24_BACAN	Bacillus anthracis	1392	380	unreviewed
Q8D0H6	Q8D0H6	Q8D0H6_YERPE	Yersinia pestis	632	1029	unreviewed
Q9F286	Q9F286	Q9F286_YERPE	Yersinia pestis	632	994	unreviewed
Q7ARF1	Q7ARF1	Q7ARF1_YERPE	Yersinia pestis	632	220	unreviewed
Q8CLS0	Q8CLS0	Q8CLS0_YERPE	Yersinia pestis	632	403	unreviewed
A0A2U2GZB1	Q8CZW8	A0A2U2GZB1_YERPE	Yersinia pestis	632	368	unreviewed
Q8CZJ0	Q8CZJ0	Q8CZJ0_YERPE	Yersinia pestis	632	461	unreviewed
Q9RID8	Q9RID8	Q9RID8_YERPE	Yersinia pestis	632	175	unreviewed
Q9X334	Q9X334	Q9X334_BACAN	Bacillus anthracis	1392	68	unreviewed
Q8CL55	Q8CL55	Q8CL55_YERPE	Yersinia pestis	632	798	unreviewed
Q7ARN5	Q7ARN5	Q7ARN5_YERPE	Yersinia pestis	632	340	unreviewed
A0A3N4B1N2	Q8D100	A0A3N4B1N2_YERPE	Yersinia pestis	632	200	unreviewed
Q8CWH0	Q8CWH0	Q8CWH0_YERPE	Yersinia pestis	632	483	unreviewed
Q8D070	Q8D070	Q8D070_YERPE	Yersinia pestis	632	379	unreviewed
A0A0F7R9R7	A0A0F7R9R7	A0A0F7R9R7_BACAN	Bacillus anthracis	1392	249	unreviewed
A0A3N4BP80	Q8D0M7	A0A3N4BP80_YERPE	Yersinia pestis	632	441	unreviewed
Q81TB0	Q81TB0	Q81TB0_BACAN	Bacillus anthracis	1392	300	unreviewed
Q81TB4	Q81TB4	Q81TB4_BACAN	Bacillus anthracis	1392	322	unreviewed
Q8CLE6	Q8CLE6	Q8CLE6_YERPE	Yersinia pestis	632	250	unreviewed
Q9Z381	Q9Z381	Q9Z381_YERPE	Yersinia pestis	632	193	unreviewed
Q8CKY9	Q8CKY9	Q8CKY9_YERPE	Yersinia pestis	632	293	unreviewed
Q8CZZ5	Q8CZZ5	Q8CZZ5_YERPE	Yersinia pestis	632	410	unreviewed
Q8CKD1	Q8CKD1	Q8CKD1_YERPE	Yersinia pestis	632	225	unreviewed
Q8CZQ7	Q8CZQ7	Q8CZQ7_YERPE	Yersinia pestis	632	136	unreviewed
Q9Z375	Q9Z375	Q9Z375_YERPE	Yersinia pestis	632	600	unreviewed
Q8CZL9	Q8CZL9	Q8CZL9_YERPE	Yersinia pestis	632	453	unreviewed
Q8CKN3	Q8CKN3	Q8CKN3_YERPE	Yersinia pestis	632	255	unreviewed
Q8CZV0	Q8CZV0	Q8CZV0_YERPE	Yersinia pestis	632	415	unreviewed
Q8D0B6	Q8D0B6	Q8D0B6_YERPE	Yersinia pestis	632	1323	unreviewed
P74989	P74989	P74989_YERPE	Yersinia pestis	632	155	unreviewed
A0A3N4B0U4	Q8D1G2	A0A3N4B0U4_YERPE	Yersinia pestis	632	320	unreviewed
Q9ZC29	Q9ZC29	Q9ZC29_YERPE	Yersinia pestis	632	449	unreviewed
Q8D0F7	Q8D0F7	Q8D0F7_YERPE	Yersinia pestis	632	386	unreviewed
Q8D130	Q8D130	Q8D130_YERPE	Yersinia pestis	632	352	unreviewed
Q8D044	Q8D044	Q8D044_YERPE	Yersinia pestis	632	784	unreviewed
Q9ZC63	Q9ZC63	Q9ZC63_YERPE	Yersinia pestis	632	366	unreviewed
Q8CKI8	Q8CKI8	Q8CKI8_YERPE	Yersinia pestis	632	552	unreviewed
Q8D1J7	Q8D1J7	Q8D1J7_YERPE	Yersinia pestis	632	319	unreviewed
Q8D0R4	Q8D0R4	Q8D0R4_YERPE	Yersinia pestis	632	478	unreviewed
A0A3N4B538	Q8CL35	A0A3N4B538_YERPE	Yersinia pestis	632	280	unreviewed
Q8D177	Q8D177	Q8D177_YERPE	Yersinia pestis	632	394	unreviewed
Q8D050	Q8D050	Q8D050_YERPE	Yersinia pestis	632	401	unreviewed
Q8CK76	Q8CK76	Q8CK76_YERPE	Yersinia pestis	632	158	unreviewed
Q8D0R9	Q8D0R9	Q8D0R9_YERPE	Yersinia pestis	632	559	unreviewed
Q8CZJ2	Q8CZJ2	Q8CZJ2_YERPE	Yersinia pestis	632	301	unreviewed
Q9X344	Q9X344	Q9X344_BACAN	Bacillus anthracis	1392	111	unreviewed
A0A2U2GYG9	Q8CKJ5	A0A2U2GYG9_YERPE	Yersinia pestis	632	562	unreviewed
Q8CZH3	Q8CZH3	Q8CZH3_YERPE	Yersinia pestis	632	214	unreviewed
Q81R76	Q81R76	Q81R76_BACAN	Bacillus anthracis	1392	708	unreviewed
Q9R7V4	Q9R7V4	Q9R7V4_YERPE	Yersinia pestis	632	673	unreviewed
Q8CKF4	Q8CKF4	Q8CKF4_YERPE	Yersinia pestis	632	111	unreviewed
Q8CZH6	Q8CZH6	Q8CZH6_YERPE	Yersinia pestis	632	275	unreviewed
A0A0F7RG58	A0A0F7RG58	A0A0F7RG58_BACAN	Bacillus anthracis	1392	494	unreviewed
A0A3N4BB64	Q8CLQ9	A0A3N4BB64_YERPE	Yersinia pestis	632	132	unreviewed
Q9ZC81	Q9ZC81	Q9ZC81_YERPE	Yersinia pestis	632	338	unreviewed
Q8D090	Q8D090	Q8D090_YERPE	Yersinia pestis	632	503	unreviewed
A0A3N4AXC4	Q8D1F7	A0A3N4AXC4_YERPE	Yersinia pestis	632	394	unreviewed
Q8D0E4	Q8D0E4	Q8D0E4_YERPE	Yersinia pestis	632	360	unreviewed
Q8D126	Q8D126	Q8D126_YERPE	Yersinia pestis	632	166	unreviewed
Q8D1F9	Q8D1F9	Q8D1F9_YERPE	Yersinia pestis	632	356	unreviewed
Q81KY6	Q81KY6	Q81KY6_BACAN	Bacillus anthracis	1392	412	unreviewed
Q8D069	Q8D069	Q8D069_YERPE	Yersinia pestis	632	266	unreviewed
Q8D0H8	Q8D0H8	Q8D0H8_YERPE	Yersinia pestis	632	502	unreviewed
Q8D194	Q8D194	Q8D194_YERPE	Yersinia pestis	632	362	unreviewed
Q8D1R9	Q8D1R9	Q8D1R9_YERPE	Yersinia pestis	632	217	unreviewed
Q9ZC51	Q9ZC51	Q9ZC51_YERPE	Yersinia pestis	632	639	unreviewed
Q8CLV1	Q8CLV1	Q8CLV1_YERPE	Yersinia pestis	632	112	unreviewed
Q8D017	Q8D017	Q8D017_YERPE	Yersinia pestis	632	604	unreviewed
Q8CLN2	Q8CLN2	Q8CLN2_YERPE	Yersinia pestis	632	170	unreviewed
Q8D0N2	Q8D0N2	Q8D0N2_YERPE	Yersinia pestis	632	221	unreviewed
Q8D0T7	Q8D0T7	Q8D0T7_YERPE	Yersinia pestis	632	351	unreviewed
Q8D192	Q8D192	Q8D192_YERPE	Yersinia pestis	632	731	unreviewed
Q8D1H5	Q8D1H5	Q8D1H5_YERPE	Yersinia pestis	632	194	unreviewed
Q8CZQ9	Q8CZQ9	Q8CZQ9_YERPE	Yersinia pestis	632	292	unreviewed
Q8CZT2	Q8CZT2	Q8CZT2_YERPE	Yersinia pestis	632	339	unreviewed
Q8D033	Q8D033	Q8D033_YERPE	Yersinia pestis	632	252	unreviewed
A0A3N4B6S5	Q8CZY5	A0A3N4B6S5_YERPE	Yersinia pestis	632	401	unreviewed
Q8D1N2	Q8D1N2	Q8D1N2_YERPE	Yersinia pestis	632	556	unreviewed
Q8D1R4	Q8D1R4	Q8D1R4_YERPE	Yersinia pestis	632	1535	unreviewed
A0A2U2H232	Q8D0X0	A0A2U2H232_YERPE	Yersinia pestis	632	375	unreviewed
Q8D184	Q8D184	Q8D184_YERPE	Yersinia pestis	632	358	unreviewed
Q8CKH6	Q8CKH6	Q8CKH6_YERPE	Yersinia pestis	632	299	unreviewed
Q8D0P9	Q8D0P9	Q8D0P9_YERPE	Yersinia pestis	632	545	unreviewed
A0A2S9PK33	Q8CKY6	A0A2S9PK33_YERPE	Yersinia pestis	632	425	unreviewed
Q8D1E0	Q8D1E0	Q8D1E0_YERPE	Yersinia pestis	632	233	unreviewed
Q8D1I6	Q8D1I6	Q8D1I6_YERPE	Yersinia pestis	632	310	unreviewed
Q8D101	Q8D101	Q8D101_YERPE	Yersinia pestis	632	231	unreviewed
Q8D0K4	Q8D0K4	Q8D0K4_YERPE	Yersinia pestis	632	1295	unreviewed
Q8CWH5	Q8CWH5	Q8CWH5_YERPE	Yersinia pestis	632	425	unreviewed
Q8D0N7	Q8D0N7	Q8D0N7_YERPE	Yersinia pestis	632	706	unreviewed
Q8CZH4	Q8CZH4	Q8CZH4_YERPE	Yersinia pestis	632	609	unreviewed
Q8D0V9	Q8D0V9	Q8D0V9_YERPE	Yersinia pestis	632	277	unreviewed
Q8CWG4	Q8CWG4	Q8CWG4_YERPE	Yersinia pestis	632	532	unreviewed
Q8CZJ4	Q8CZJ4	Q8CZJ4_YERPE	Yersinia pestis	632	199	unreviewed
Q8CKA6	Q8CKA6	Q8CKA6_YERPE	Yersinia pestis	632	51	unreviewed
Q8D1F5	Q8D1F5	Q8D1F5_YERPE	Yersinia pestis	632	194	unreviewed
Q8CZQ2	Q8CZQ2	Q8CZQ2_YERPE	Yersinia pestis	632	322	unreviewed
A0A0H2W7F6	Q8D0X3	A0A0H2W7F6_YERPE	Yersinia pestis	632	759	unreviewed
Q8CZM4	Q8CZM4	Q8CZM4_YERPE	Yersinia pestis	632	359	unreviewed
Q8D0V6	Q8D0V6	Q8D0V6_YERPE	Yersinia pestis	632	916	unreviewed
Q9F290	Q9F290	Q9F290_YERPE	Yersinia pestis	632	638	unreviewed
Q8CLD8	Q8CLD8	Q8CLD8_YERPE	Yersinia pestis	632	1192	unreviewed
Q9ZC54	Q9ZC54	Q9ZC54_YERPE	Yersinia pestis	632	430	unreviewed
A0A3N4B5N8	Q8D0A3	A0A3N4B5N8_YERPE	Yersinia pestis	632	337	unreviewed
Q8CZP1	Q8CZP1	Q8CZP1_YERPE	Yersinia pestis	632	649	unreviewed
Q8D1J4	Q8D1J4	Q8D1J4_YERPE	Yersinia pestis	632	247	unreviewed
Q8D0F3	Q8D0F3	Q8D0F3_YERPE	Yersinia pestis	632	529	unreviewed
Q8D068	Q8D068	Q8D068_YERPE	Yersinia pestis	632	587	unreviewed
Q8D0G2	Q8D0G2	Q8D0G2_YERPE	Yersinia pestis	632	310	unreviewed
Q8CK80	Q8CK80	Q8CK80_YERPE	Yersinia pestis	632	490	unreviewed
Q8D1B7	Q8D1B7	Q8D1B7_YERPE	Yersinia pestis	632	315	unreviewed
Q8D1E3	Q8D1E3	Q8D1E3_YERPE	Yersinia pestis	632	637	unreviewed
Q8D1K1	Q8D1K1	Q8D1K1_YERPE	Yersinia pestis	632	377	unreviewed
Q8D0D5	Q8D0D5	Q8D0D5_YERPE	Yersinia pestis	632	601	unreviewed
Q8D062	Q8D062	Q8D062_YERPE	Yersinia pestis	632	809	unreviewed
Q8D0G3	Q8D0G3	Q8D0G3_YERPE	Yersinia pestis	632	125	unreviewed
Q8CLP9	Q8CLP9	Q8CLP9_YERPE	Yersinia pestis	632	53	unreviewed
Q8CZW4	Q8CZW4	Q8CZW4_YERPE	Yersinia pestis	632	193	unreviewed
Q8D053	Q8D053	Q8D053_YERPE	Yersinia pestis	632	559	unreviewed
Q8CZW9	Q8CZW9	Q8CZW9_YERPE	Yersinia pestis	632	382	unreviewed
Q8CZK5	Q8CZK5	Q8CZK5_YERPE	Yersinia pestis	632	313	unreviewed
Q8D0N9	Q8D0N9	Q8D0N9_YERPE	Yersinia pestis	632	885	unreviewed
Q8D0D3	Q8D0D3	Q8D0D3_YERPE	Yersinia pestis	632	176	unreviewed
Q8D008	Q8D008	Q8D008_YERPE	Yersinia pestis	632	538	unreviewed
Q7CJD3	Q7CJD3	Q7CJD3_YERPE	Yersinia pestis	632	343	unreviewed
Q9ZC41	Q9ZC41	Q9ZC41_YERPE	Yersinia pestis	632	186	unreviewed
Q8D1M6	Q8D1M6	Q8D1M6_YERPE	Yersinia pestis	632	963	unreviewed
Q8D1K2	Q8D1K2	Q8D1K2_YERPE	Yersinia pestis	632	401	unreviewed
A0A0F7RI40	A0A0F7RI40	A0A0F7RI40_BACAN	Bacillus anthracis	1392	491	unreviewed
O68742	O68742	O68742_YERPE	Yersinia pestis	632	213	unreviewed
Q8D0W1	Q8D0W1	Q8D0W1_YERPE	Yersinia pestis	632	244	unreviewed
Q8CZU0	Q8CZU0	Q8CZU0_YERPE	Yersinia pestis	632	1137	unreviewed
Q8D016	Q8D016	Q8D016_YERPE	Yersinia pestis	632	512	unreviewed
Q8D0S1	Q8D0S1	Q8D0S1_YERPE	Yersinia pestis	632	176	unreviewed
Q8CZG2	Q8CZG2	Q8CZG2_YERPE	Yersinia pestis	632	296	unreviewed
A0A0H2W9H5	Q8D1P7	A0A0H2W9H5_YERPE	Yersinia pestis	632	1197	unreviewed
Q8D0M8	Q8D0M8	Q8D0M8_YERPE	Yersinia pestis	632	257	unreviewed
Q8D1B3	Q8D1B3	Q8D1B3_YERPE	Yersinia pestis	632	181	unreviewed
Q8D1K3	Q8D1K3	Q8D1K3_YERPE	Yersinia pestis	632	264	unreviewed
Q8D1J6	Q8D1J6	Q8D1J6_YERPE	Yersinia pestis	632	312	unreviewed
Q8D1Q7	Q8D1Q7	Q8D1Q7_YERPE	Yersinia pestis	632	188	unreviewed
Q8CZL1	Q8CZL1	Q8CZL1_YERPE	Yersinia pestis	632	1084	unreviewed
Q8D162	Q8D162	Q8D162_YERPE	Yersinia pestis	632	344	unreviewed
O68723	O68723	O68723_YERPE	Yersinia pestis	632	210	unreviewed
Q8D034	Q8D034	Q8D034_YERPE	Yersinia pestis	632	280	unreviewed
Q9ZC50	Q9ZC50	Q9ZC50_YERPE	Yersinia pestis	632	546	unreviewed
A0A3N4B0T7	Q8CLM4	A0A3N4B0T7_YERPE	Yersinia pestis	632	59	unreviewed
Q8CLR7	Q8CLR7	Q8CLR7_YERPE	Yersinia pestis	632	782	unreviewed
Q81JM6	Q81JM6	Q81JM6_BACAN	Bacillus anthracis	1392	273	unreviewed
Q8D0H2	Q8D0H2	Q8D0H2_YERPE	Yersinia pestis	632	491	unreviewed
A0A0F7RBN8	A0A0F7RBN8	A0A0F7RBN8_BACAN	Bacillus anthracis	1392	400	unreviewed
Q8CLN9	Q8CLN9	Q8CLN9_YERPE	Yersinia pestis	632	670	unreviewed
Q8CKX1	Q8CKX1	Q8CKX1_YERPE	Yersinia pestis	632	410	unreviewed
Q8D1N9	Q8D1N9	Q8D1N9_YERPE	Yersinia pestis	632	241	unreviewed
O68709	O68709	O68709_YERPE	Yersinia pestis	632	88	unreviewed
Q7ARN6	Q7ARN6	Q7ARN6_YERPE	Yersinia pestis	632	259	unreviewed
Q8D1M2	Q8D1M2	Q8D1M2_YERPE	Yersinia pestis	632	438	unreviewed
Q8D1Q0	Q8D1Q0	Q8D1Q0_YERPE	Yersinia pestis	632	377	unreviewed
Q8D166	Q8D166	Q8D166_YERPE	Yersinia pestis	632	504	unreviewed
A0A0F7RDC0	A0A0F7RDC0	A0A0F7RDC0_BACAN	Bacillus anthracis	1392	394	unreviewed
Q8D014	Q8D014	Q8D014_YERPE	Yersinia pestis	632	391	unreviewed
A0A2S9PJQ7	Q8D1E7	A0A2S9PJQ7_YERPE	Yersinia pestis	632	671	unreviewed
A0A0F7RKT3	A0A0F7RKT3	A0A0F7RKT3_BACAN	Bacillus anthracis	1392	205	unreviewed
Q8D015	Q8D015	Q8D015_YERPE	Yersinia pestis	632	650	unreviewed
Q7CHA0	Q7CHA0	Q7CHA0_YERPE	Yersinia pestis	632	374	unreviewed
Q7CK09	Q7CK09	Q7CK09_YERPE	Yersinia pestis	632	261	unreviewed
Q8CKX2	Q8CKX2	Q8CKX2_YERPE	Yersinia pestis	632	352	unreviewed
Q8CZT7	Q8CZT7	Q8CZT7_YERPE	Yersinia pestis	632	591	unreviewed
Q8D131	Q8D131	Q8D131_YERPE	Yersinia pestis	632	378	unreviewed
A0A3N4B4I5	Q8CKN5	A0A3N4B4I5_YERPE	Yersinia pestis	632	146	unreviewed
O68779	O68779	O68779_YERPE	Yersinia pestis	632	402	unreviewed
A0A2U2H2U6	Q8D1I7	A0A2U2H2U6_YERPE	Yersinia pestis	632	318	unreviewed
A0A2U2GX49	Q8CLK2	A0A2U2GX49_YERPE	Yersinia pestis	632	184	unreviewed
Q8CLE0	Q8CLE0	Q8CLE0_YERPE	Yersinia pestis	632	189	unreviewed
Q8D072	Q8D072	Q8D072_YERPE	Yersinia pestis	632	367	unreviewed
Q7ARE4	Q7ARE4	Q7ARE4_YERPE	Yersinia pestis	632	232	unreviewed
Q8CZL0	Q8CZL0	Q8CZL0_YERPE	Yersinia pestis	632	460	unreviewed
Q56974	Q56974	Q56974_YERPE	Yersinia pestis	632	607	unreviewed
Q7ARK4	Q7ARK4	Q7ARK4_YERPE	Yersinia pestis	632	260	unreviewed
Q7ARJ2	Q7ARJ2	Q7ARJ2_YERPE	Yersinia pestis	632	139	unreviewed
A0A3N4B163	Q8D0E2	A0A3N4B163_YERPE	Yersinia pestis	632	463	unreviewed
Q81JP7	Q81JP7	Q81JP7_BACAN	Bacillus anthracis	1392	301	unreviewed
Q9X2Y1	Q9X2Y1	Q9X2Y1_BACAN	Bacillus anthracis	1392	363	unreviewed
O68759	O68759	O68759_YERPE	Yersinia pestis	632	354	unreviewed
Q8D007	Q8D007	Q8D007_YERPE	Yersinia pestis	632	432	unreviewed
O68743	O68743	O68743_YERPE	Yersinia pestis	632	88	unreviewed
A0A0H2W430	Q8D0G8	A0A0H2W430_YERPE	Yersinia pestis	632	135	unreviewed
O68752	O68752	O68752_YERPE	Yersinia pestis	632	216	unreviewed
Q74YC7	Q74YC7	Q74YC7_YERPE	Yersinia pestis	632	169	unreviewed
Q7ARA1	Q7ARA1	Q7ARA1_YERPE	Yersinia pestis	632	73	unreviewed
O68699	O68699	O68699_YERPE	Yersinia pestis	632	306	unreviewed
A0A0H2W3M9	Q8D0P4	A0A0H2W3M9_YERPE	Yersinia pestis	632	536	unreviewed
Q8D1G3	Q8D1G3	Q8D1G3_YERPE	Yersinia pestis	632	684	unreviewed
Q8D1N7	Q8D1N7	Q8D1N7_YERPE	Yersinia pestis	632	157	unreviewed
Q8D1C6	Q8D1C6	Q8D1C6_YERPE	Yersinia pestis	632	285	unreviewed
Q8CLT0	Q8CLT0	Q8CLT0_YERPE	Yersinia pestis	632	365	unreviewed
A0A0F7R9M2	A0A0F7R9M2	A0A0F7R9M2_BACAN	Bacillus anthracis	1392	339	unreviewed
Q8CZQ3	Q8CZQ3	Q8CZQ3_YERPE	Yersinia pestis	632	593	unreviewed
Q81RC8	Q81RC8	Q81RC8_BACAN	Bacillus anthracis	1392	404	unreviewed
Q8CKL9	Q8CKL9	Q8CKL9_YERPE	Yersinia pestis	632	54	unreviewed
Q8D093	Q8D093	Q8D093_YERPE	Yersinia pestis	632	279	unreviewed
Q8D1J9	Q8D1J9	Q8D1J9_YERPE	Yersinia pestis	632	722	unreviewed
Q8D111	Q8D111	Q8D111_YERPE	Yersinia pestis	632	561	unreviewed
Q9Z3B4	Q9Z3B4	Q9Z3B4_YERPE	Yersinia pestis	632	420	unreviewed
Q8D1R1	Q8D1R1	Q8D1R1_YERPE	Yersinia pestis	632	379	unreviewed
